Symbol,Security Name
SHREEOSFM,SHREE OSFM E-MOBILITY LIMITED
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED
SHREMINVIT,SHREM INVIT
SHRIAHIMSA,SHRI AHIMSA NATURALS LIMITED
SHRIPISTON,SHRIRAM PISTONS & RINGS LIMITED
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED
SHRITECH,SHRI TECHTEX LIMITED
SHUBHSHREE,SHUBHSHREE BIOFUELS ENERGY LIMITED
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED
SHYAMMETL,SHYAM METALICS AND ENERGY LIMITED
SIGACHI,SIGACHI INDUSTRIES LIMITED
SIGMA,SIGMA SOLVE LIMITED
SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITED
SIGNPOST,SIGNPOST INDIA LIMITED
SIKKO,SIKKO INDUSTRIES LIMITED
SIL,STANDARD INDUSTRIES LIMITED
SILINV,SIL INVESTMENTS LIMITED
SILKY,SILKY OVERSEAS LIMITED
SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED
SILVER,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE SILVER ETF
SILVER1,KOTAK MAHINDRA MUTUAL FUND - KOTAK SILVER ETF
SILVER360,360 ONE MUTUAL FUND - 360 ONE SILVER ETF
SILVERADD,DSP  MUTUAL FUND - DSP SILVER ETF
SILVERAG,MIRAE ASSET MUTUAL FUND - MIRAE ASSET SILVER ETF
SILVERBEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA SILVER ETF
SILVERCASE,ZERODHA FUND HOUSE - ZERODHA SILVER ETF
SILVERETF,UTI MUTUAL FUND - UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF)
SILVERIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL SILVER ETF
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED
SINCLAIR,SINCLAIRS HOTELS LIMITED
SINDHUTRAD,SINDHU TRADE LINKS LIMITED
SINTERCOM,SINTERCOM INDIA LIMITED
SIRCA,SIRCA PAINTS INDIA LIMITED
SIS,SIS LIMITED
SIYSIL,SIYARAM SILK MILLS LIMITED
SJLOGISTIC,S J LOGISTICS (INDIA) LIMITED
SJS,S.J.S. ENTERPRISES LIMITED
SJVN,SJVN LIMITED
SKFINDIA,SKF INDIA LIMITED
SKIPPER,SKIPPER LIMITED
SKP,SKP BEARING INDUSTRIES LIMITED
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED
SMALLCAP,MIRAE ASSET MF-MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF
SMARTEN,SMARTEN POWER SYSTEMS LIMITED
SMARTLINK,SMARTLINK HOLDINGS LIMITED
SMARTWORKS,SMARTWORKS COWORKING SPACES LIMITED
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED
SML100CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY SMALLCAP 100 ETF
SMLT,SARTHAK METALS LIMITED
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LIMITED
SNOWMAN,SNOWMAN LOGISTICS LIMITED
SNXT30BEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA BSE SENSEX NEXT 30 ETF
SOBHA,SOBHA LIMITED
SOFTTECH,SOFTTECH ENGINEERS LIMITED
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED
SOLARAPP1,SOLARA ACTIVE PHARMA SCIENCES LIMITED
SOMANYCERA,SOMANY CERAMICS LIMITED
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED
SONAMAC,SONA MACHINERY LIMITED
SONAMLTD,SONAM LIMITED
SONATSOFTW,SONATA SOFTWARE LIMITED
SOTL,SAVITA OIL TECHNOLOGIES LIMITED
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED
SPAL,S. P. APPARELS LIMITED
SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED
SPECIALITY,SPECIALITY RESTAURANTS LIMITED
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED
SPENCERS,SPENCER'S RETAIL LIMITED
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED
SPLIL,SPL INDUSTRIES LIMITED
SPLPETRO,SUPREME PETROCHEM LIMITED
SPMLINFRA,SPML INFRA LIMITED
SPORTKING,SPORTKING INDIA LIMITED
SPUNWEB,SPUNWEB NONWOVEN LIMITED
SREEL,SREELEATHERS LIMITED
SRGHFL,SRG HOUSING FINANCE LIMITED
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED
SRIVASAVI,SRIVASAVI ADHESIVE TAPES LIMITED
SRM,SRM CONTRACTORS LIMITED
SSDL,SARASWATI SAREE DEPOT LIMITED
SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED
SSFL,SRIVARI SPICES AND FOODS LIMITED
SSFLPP,SPANDANA SPHOORTY FINANCIAL LIMITED
SSWL,STEEL STRIPS WHEELS LIMITED
STANLEY,STANLEY LIFESTYLES LIMITED
STAR,STRIDES PHARMA SCIENCE LIMITED
STARCEMENT,STAR CEMENT LIMITED
STARHEALTH,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED
STARPAPER,STAR PAPER MILLS LIMITED
STARTECK,STARTECK FINANCE LIMITED
STEELCAS,STEELCAST LIMITED
STEELCITY,STEEL CITY SECURITIES LIMITED
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STERTOOLS,STERLING TOOLS LIMITED
STOVEKRAFT,STOVE KRAFT LIMITED
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED
STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED
SUBROS,SUBROS LIMITED
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LIMITED
SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED
SULA,SULA VINEYARDS LIMITED
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED
SUMIT,SUMIT WOODS LIMITED
SUMMITSEC,SUMMIT SECURITIES LIMITED
SUNCLAY,SUNDARAM CLAYTON LIMITED
SUNDARAM,SUNDARAM MULTI PAP LIMITED
SUNDARMFIN,SUNDARAM FINANCE LIMITED
SUNDARMHLD,SUNDARAM FINANCE HOLDINGS LIMITED
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED
SUNDRMFAST,SUNDRAM FASTENERS LIMITED
SUNDROP,SUNDROP BRANDS LIMITED
SUNFLAG,SUNFLAG IRON AND STEEL COMPANY LIMITED
SUNLITE,SUNLITE RECYCLING INDUSTRIES LIMITED
SUNREST,SUNREST LIFESCIENCE LIMITED
SUNTECH,SUNTECH INFRA SOLUTIONS LIMITED
SUNTECK,SUNTECK REALTY LIMITED
SUNTV,SUN TV NETWORK LIMITED
SUPERHOUSE,SUPERHOUSE LIMITED
SUPERSPIN,SUPER SPINNING MILLS LIMITED
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED
SUPRIYA,SUPRIYA LIFESCIENCE LIMITED
SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED
SURAJLTD,SURAJ LIMITED
SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED
SURANASOL,SURANA SOLAR LIMITED
SURANI,SURANI STEEL TUBES LIMITED
SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED
SURYAROSNI,SURYA ROSHNI LIMITED
SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED
SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED
SUYOG,SUYOG TELEMATICS LIMITED
SWANCORP,SWAN CORP LIMITED
SWARAJ,SWARAJ SUITING LIMITED
SWARAJENG,SWARAJ ENGINES LIMITED
SWASTIK,SWASTIK PIPE LIMITED
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED
SWIGGY,SWIGGY LIMITED
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED
SYLVANPLY,SYLVAN PLYBOARD (INDIA) LIMITED
SYMPHONY,SYMPHONY LIMITED
SYRMA,SYRMA SGS TECHNOLOGY LIMITED
SYSTANGO,SYSTANGO TECHNOLOGIES LIMITED
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED
TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED
TANLA,TANLA PLATFORMS LIMITED
TARACHAND,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED
TARC,TARC LIMITED
TARIL,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED
TARMAT,TARMAT LIMITED
TARSONS,TARSONS PRODUCTS LIMITED
TASTYBITE,TASTY BITE EATABLES LIMITED
TATACOMM,TATA COMMUNICATIONS LIMITED
TATAGOLD,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND
TATAINVEST,TATA INVESTMENT CORPORATION LIMITED
TATSILV,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND
TATVA,TATVA CHINTAN PHARMA CHEM LIMITED
TBOTEK,TBO TEK LIMITED
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED
TCI,TRANSPORT CORPORATION OF INDIA LIMITED
TCIEXP,TCI EXPRESS LIMITED
TCL,THAAI CASTING LIMITED
TCPLPACK,TCPL PACKAGING LIMITED
TDPOWERSYS,TD POWER SYSTEMS LIMITED
TEAMLEASE,TEAMLEASE SERVICES LIMITED
TECH,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF
TECHNOE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED
TEGA,TEGA INDUSTRIES LIMITED
TEJASNET,TEJAS NETWORKS LIMITED
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED
TEXRAIL,TEXMACO RAIL & ENGINEERING LIMITED
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED
TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED
THEJO,THEJO ENGINEERING LIMITED
THEMISMED,THEMIS MEDICARE LIMITED
THERMAX,THERMAX LIMITED
THOMASCOOK,THOMAS COOK  (INDIA)  LIMITED
THYROCARE,THYROCARE TECHNOLOGIES LIMITED
TI,TILAKNAGAR INDUSTRIES LIMITED
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED
TIMETECHNO,TIME TECHNOPLAST LIMITED
TIMKEN,TIMKEN INDIA LIMITED
TINNARUBR,TINNA RUBBER AND INFRASTRUCTURE LIMITED
TIPSFILMS,TIPS FILMS LIMITED
TIPSMUSIC,TIPS MUSIC LIMITED
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED
TMB,TAMILNAD MERCANTILE BANK LIMITED
TNIDETF,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND
TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED
TOLINS,TOLINS TYRES LIMITED
TOP100CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY 100 ETF
TOP10ADD,DSP MUTUAL FUND - DSP NIFTY TOP 10 EQUAL WEIGHT ETF
TOP15IETF,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED
TPLPLASTEH,TPL PLASTECH LIMITED
TRACXN,TRACXN TECHNOLOGIES LIMITED
TRANSRAILL,TRANSRAIL LIGHTING LIMITED
TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED
TREJHARA,TREJHARA SOLUTIONS LIMITED
TREL,TRANSINDIA REAL ESTATE LIMITED
TRF,TRF LIMITED
TRIDENT,TRIDENT LIMITED
TRIDHYA,TRIDHYA TECH LIMITED
TRIGYN,TRIGYN TECHNOLOGIES LIMITED
TRITURBINE,TRIVENI TURBINE LIMITED
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LIMITED
TSC,TSC INDIA LIMITED
TTKHLTCARE,TTK HEALTHCARE LIMITED
TTKPRESTIG,TTK PRESTIGE LIMITED
TUNWAL,TUNWAL E-MOTORS LIMITED
TVSELECT,TVS ELECTRONICS LIMITED
TVSHLTD,TVS HOLDINGS LIMITED
TVSINVIT,TVS INFRASTRUCTURE TRUST
TVSSCS,TVS SUPPLY CHAIN SOLUTIONS LIMITED
TVSSRICHAK,TVS SRICHAKRA LIMITED
TVTODAY,TV TODAY NETWORK LIMITED
UBL,UNITED BREWERIES LIMITED
UCAL,UCAL LIMITED
UCL,USHANTI COLOUR CHEM LIMITED
UCOBANK,UCO BANK
UDS,UPDATER SERVICES LIMITED
UFLEX,UFLEX LIMITED
UFO,UFO MOVIEZ INDIA LIMITED
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED
UGROCAP,UGRO CAPITAL LIMITED
UHTL,UNITED HEAT TRANSFER LIMITED
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIMITED
UMA,UMA CONVERTER LIMITED
UMIYA-MRO,UMIYA BUILDCON LIMITED
UNICHEMLAB,UNICHEM LABORATORIES LIMITED
UNIDT,UNITED DRILLING TOOLS LIMITED
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED
UNIENTER,UNIPHOS ENTERPRISES LIMITED
UNIHEALTH,UNIHEALTH HOSPITALS LIMITED
UNILEX,UNILEX COLOURS AND CHEMICALS LIMITED
UNIONGOLD,UNION MUTUAL FUND - UNION GOLD ETF
UNIPARTS,UNIPARTS INDIA LIMITED
UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED
UNIVASTU,UNIVASTU INDIA LIMITED
UNIVCABLES,UNIVERSAL CABLES LIMITED
URJA,URJA GLOBAL LIMITED
USHAFIN,USHA FINANCIAL SERVICES LIMITED
USHAMART,USHA MARTIN LIMITED
USK,UDAYSHIVAKUMAR INFRA LIMITED
UTIAMC,UTI ASSET MANAGEMENT COMPANY LIMITED
UTIBANKETF,UTI NIFTY BANK ETF
UTINEXT50,UTI MUTUAL FUND - UTI NIFTY NEXT 50 EXCHANGE TRADED FUND - UTI NIFTY N
UTINIFTETF,UTI NIFTY 50 ETF
UTISENSETF,UTI BSE SENSEX ETF
UTISXN50,UTI BSE SENSEX NEXT 50 ETF
UTKARSHBNK,UTKARSH SMALL FINANCE BANK LIMITED
UTSSAV,UTSSAV CZ GOLD JEWELS LIMITED
UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED
UYFINCORP,U. Y. FINCORP LIMITED
VADILALIND,VADILAL INDUSTRIES LIMITED
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED
VAISHALI,VAISHALI PHARMA LIMITED
VAL30IETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF
VARDHACRLC,VARDHMAN ACRYLICS LIMITED
VARDMNPOLY,VARDHMAN POLYTEX LIMITED
VARROC,VARROC ENGINEERING LIMITED
VASCONEQ,VASCON ENGINEERS LIMITED
VDEAL,VDEAL SYSTEM LIMITED
VEEDOL,VEEDOL CORPORATION LIMITED
VENKEYS,VENKY'S (INDIA) LIMITED
VENUSPIPES,VENUS PIPES & TUBES LIMITED
VERANDA,VERANDA LEARNING SOLUTIONS LIMITED
VERTIS,VERTIS INFRASTRUCTURE TRUST
VERTOZ,VERTOZ LIMITED
VESUVIUS,VESUVIUS INDIA LIMITED
VETO,VETO SWITCHGEARS AND CABLES LIMITED
VGINFOTECH,VIRTUAL GALAXY INFOTECH LIMITED
VGUARD,V-GUARD INDUSTRIES LIMITED
VHL,VARDHMAN HOLDINGS LIMITED
VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED
VIESL,VISION INFRA EQUIPMENT SOLUTIONS LIMITED
VIJAYA,VIJAYA DIAGNOSTIC CENTRE LIMITED
VIKASECO,VIKAS ECOTECH LIMITED
VIKASLIFE,VIKAS LIFECARE LIMITED
VIKRAMSOLR,VIKRAM SOLAR LIMITED
VIKRAN,VIKRAN ENGINEERING LIMITED
VIMTALABS,VIMTA LABS LIMITED
VINATIORGA,VINATI ORGANICS LIMITED
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED
VINDHYATEL,VINDHYA TELELINKS LIMITED
VINSYS,VINSYS IT SERVICES INDIA LIMITED
VINYAS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED
VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED
VIPIND,VIP INDUSTRIES LIMITED
VISHNU,VISHNU CHEMICALS LIMITED
VISHNUINFR,VISHNUSURYA PROJECTS AND INFRA LIMITED
VISHWARAJ,VISHWARAJ SUGAR INDUSTRIES LIMITED
VISHWAS,VISHWAS AGRI SEEDS LIMITED
VIVIDHA,VISAGAR POLYTEX LIMITED
VLINFRA,V.L.INFRAPROJECTS LIMITED
VLSFINANCE,VLS FINANCE LIMITED
VMART,V-MART RETAIL LIMITED
VMM,VISHAL MEGA MART LIMITED
VOLTAMP,VOLTAMP TRANSFORMERS LIMITED
VPRPL,VISHNU PRAKASH R PUNGLIA LIMITED
VR,V R INFRASPACE LIMITED
VRAJ,VRAJ IRON AND STEEL LIMITED
VRLLOG,VRL LOGISTICS LIMITED
VSSL,VARDHMAN SPECIAL STEELS LIMITED
VSTIND,VST INDUSTRIES LIMITED
VSTL,VIBHOR STEEL TUBES LIMITED
VSTTILLERS,V.S.T TILLERS TRACTORS LIMITED
VTL,VARDHMAN TEXTILES LIMITED
WAAREEENER,WAAREE ENERGIES LIMITED
WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED
WABAG,VA TECH WABAG LIMITED
WANBURY,WANBURY LIMITED
WCIL,WESTERN CARRIERS (INDIA) LIMITED
WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED
WEIZMANIND,WEIZMANN LIMITED
WEL,WONDER ELECTRICALS LIMITED
WELCORP,WELSPUN CORP LIMITED
WELENT,WELSPUN ENTERPRISES LIMITED
WELSPUNLIV,WELSPUN LIVING LIMITED
WENDT,WENDT (INDIA) LIMITED
WESTLIFE,WESTLIFE FOODWORLD LIMITED
WHEELS,WHEELS INDIA LIMITED
WHIRLPOOL,WHIRLPOOL OF INDIA LIMITED
WHITEFORCE,HAPPY SQUARE OUTSOURCING SERVICES LIMITED
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LIMITED
WINDLAS,WINDLAS BIOTECH LIMITED
WINDMACHIN,WINDSOR MACHINES LIMITED
WINSOL,WINSOL ENGINEERS LIMITED
WIPL,THE WESTERN INDIA PLYWOODS LIMITED
WOCKPHARMA,WOCKHARDT LIMITED
WOL3D,WOL 3D INDIA LIMITED
WOMANCART,WOMANCART LIMITED
WONDERLA,WONDERLA HOLIDAYS LIMITED
WORTH,WORTH PERIPHERALS LIMITED
WSI,W S INDUSTRIES (I) LIMITED
WSTCSTPAPR,WEST COAST PAPER MILLS LIMITED
XCHANGING,XCHANGING SOLUTIONS LIMITED
XPROINDIA,XPRO INDIA LIMITED
XTGLOBAL,XTGLOBAL INFOTECH LIMITED
YASHO,YASHO INDUSTRIES LIMITED
YATHARTH,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED
YCCL,YASONS CHEMEX CARE LIMITED
YUKEN,YUKEN INDIA LIMITED
ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES LIMITED
ZEAL,ZEAL GLOBAL SERVICES LIMITED
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LIMITED
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED
ZENITHDRUG,ZENITH DRUGS LIMITED
ZENSARTECH,ZENSAR TECHNOLOGIES LIMITED
ZFCVINDIA,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED
ZIMLAB,ZIM LABORATORIES LIMITED
ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED
ZOTA,ZOTA HEALTH CARE LIMITED
ZUARIIND,ZUARI INDUSTRIES LIMITED
ZYDUSWELL,ZYDUS WELLNESS LIMITED
GSM-RE,GSM FOILS LIMITED-RE
QMSMEDI-RE,QMS MEDI LTD-RE
360ONE,360 ONE WAM LIMITED
ABB,ABB INDIA LIMITED
ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED
ADANIENSOL,ADANI ENERGY SOLUTIONS LIMITED
ADANIENT,ADANI ENTERPRISES LIMITED
ADANIGREEN,ADANI GREEN ENERGY LIMITED
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED
AIRTELPP,BHARTI AIRTEL LIMITED
ALKEM,ALKEM LABORATORIES LIMITED
AMBER,AMBER ENTERPRISES INDIA LIMITED
AMBUJACEM,AMBUJA CEMENTS LIMITED
ANGELONE,ANGEL ONE LIMITED
APLAPOLLO,APL APOLLO TUBES LIMITED
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LIMITED
ASHOKLEY,ASHOK LEYLAND LIMITED
ASIANPAINT,ASIAN PAINTS LIMITED
ASTRAL,ASTRAL LIMITED
AUBANK,AU SMALL FINANCE BANK LIMITED
AUROPHARMA,AUROBINDO PHARMA LIMITED
AXISBANK,AXIS BANK LIMITED
BAJAJ-AUTO,BAJAJ AUTO LIMITED
BAJAJFINSV,BAJAJ FINSERV LIMITED
BAJFINANCE,BAJAJ FINANCE LIMITED
BANDHANBNK,BANDHAN BANK LIMITED
BANKBARODA,BANK OF BARODA
BANKINDIA,BANK OF INDIA
BDL,BHARAT DYNAMICS LIMITED
BEL,BHARAT ELECTRONICS LIMITED
BHARATFORG,BHARAT FORGE LIMITED
BHARTIARTL,BHARTI AIRTEL LIMITED
BHEL,BHARAT HEAVY ELECTRICALS LIMITED
BIOCON,BIOCON LIMITED
BLUESTARCO,BLUE STAR LIMITED
BOSCHLTD,BOSCH LIMITED
BPCL,BHARAT PETROLEUM CORPORATION LIMITED
BRITANNIA,BRITANNIA INDUSTRIES LIMITED
BSE,BSE LIMITED
CAMS,COMPUTER AGE MANAGEMENT SERVICES LIMITED
CANBK,CANARA BANK
CDSL,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED
CGPOWER,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED
CIPLA,CIPLA LIMITED
COALINDIA,COAL INDIA LIMITED
COFORGE,COFORGE LIMITED
COLPAL,COLGATE PALMOLIVE (INDIA) LIMITED
CONCOR,CONTAINER CORPORATION OF INDIA LIMITED
CROMPTON,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED
CUMMINSIND,CUMMINS INDIA LIMITED
CYIENT,CYIENT LIMITED
DABUR,DABUR INDIA LIMITED
DALBHARAT,DALMIA BHARAT LIMITED
DELHIVERY,DELHIVERY LIMITED
DIVISLAB,DIVI'S LABORATORIES LIMITED
DIXON,DIXON TECHNOLOGIES (INDIA) LIMITED
DLF,DLF LIMITED
DMART,AVENUE SUPERMARTS LIMITED
DRREDDY,DR. REDDY'S LABORATORIES LIMITED
EICHERMOT,EICHER MOTORS LIMITED
ETERNAL,ETERNAL LIMITED
EXIDEIND,EXIDE INDUSTRIES LIMITED
FEDERALBNK,THE FEDERAL BANK  LIMITED
FORTIS,FORTIS HEALTHCARE LIMITED
GAIL,GAIL (INDIA) LIMITED
GLENMARK,GLENMARK PHARMACEUTICALS LIMITED
GMRAIRPORT,GMR AIRPORTS LIMITED
GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED
GODREJPROP,GODREJ PROPERTIES LIMITED
GRASIM,GRASIM INDUSTRIES LIMITED
HAL,HINDUSTAN AERONAUTICS LIMITED
HAVELLS,HAVELLS INDIA LIMITED
HCLTECH,HCL TECHNOLOGIES LIMITED
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY LIMITED
HDFCBANK,HDFC BANK LIMITED
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LIMITED
HEROMOTOCO,HERO MOTOCORP LIMITED
HFCL,HFCL LIMITED
HINDALCO,HINDALCO INDUSTRIES LIMITED
HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LIMITED
HINDUNILVR,HINDUSTAN UNILEVER LIMITED
HINDZINC,HINDUSTAN ZINC LIMITED
HUDCO,HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED
ICICIBANK,ICICI BANK LIMITED
ICICIGI,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED
ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED
IDEA,VODAFONE IDEA LIMITED
IDFCFIRSTB,IDFC FIRST BANK LIMITED
IEX,INDIAN ENERGY EXCHANGE LIMITED
IGL,INDRAPRASTHA GAS LIMITED
IIFL,IIFL FINANCE LIMITED
INDHOTEL,THE INDIAN HOTELS COMPANY LIMITED
INDIANB,INDIAN BANK
INDIGO,INTERGLOBE AVIATION LIMITED
INDUSINDBK,INDUSIND BANK LIMITED
INDUSTOWER,INDUS TOWERS LIMITED
INFY,INFOSYS LIMITED
INOXWIND,INOX WIND LIMITED
IOC,INDIAN OIL CORPORATION LIMITED
IRCTC,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED
IREDA,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED
IRFC,INDIAN RAILWAY FINANCE CORPORATION LIMITED
ITC,ITC LIMITED
JINDALSTEL,JINDAL STEEL LIMITED
JIOFIN,JIO FINANCIAL SERVICES LIMITED
JSWENERGY,JSW ENERGY LIMITED
JSWSTEEL,JSW STEEL LIMITED
JUBLFOOD,JUBILANT FOODWORKS LIMITED
KALYANKJIL,KALYAN JEWELLERS INDIA LIMITED
KAYNES,KAYNES TECHNOLOGY INDIA LIMITED
KEI,KEI INDUSTRIES LIMITED
KFINTECH,KFIN TECHNOLOGIES LIMITED
KOTAKBANK,KOTAK MAHINDRA BANK LIMITED
KPITTECH,KPIT TECHNOLOGIES LIMITED
LAURUSLABS,LAURUS LABS LIMITED
LICHSGFIN,LIC HOUSING FINANCE LIMITED
LICI,LIFE INSURANCE CORPORATION OF INDIA
LODHA,LODHA DEVELOPERS LIMITED
LT,LARSEN & TOUBRO LIMITED
LTF,L&T FINANCE LIMITED
LTIM,LTIMINDTREE LIMITED
LUPIN,LUPIN LIMITED
M&M,MAHINDRA & MAHINDRA LIMITED
MANAPPURAM,MANAPPURAM FINANCE LIMITED
MANKIND,MANKIND PHARMA LIMITED
MARICO,MARICO LIMITED
MARUTI,MARUTI SUZUKI INDIA LIMITED
MAXHEALTH,MAX HEALTHCARE INSTITUTE LIMITED
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMITED
MCX,MULTI COMMODITY EXCHANGE OF INDIA LIMITED
MFSL,MAX FINANCIAL SERVICES LIMITED
MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED
MPHASIS,MPHASIS LIMITED
MUTHOOTFIN,MUTHOOT FINANCE LIMITED
NATIONALUM,NATIONAL ALUMINIUM COMPANY LIMITED
